RecordId,OrganizationID,Name,External Field Name,Internal Field Name,Entity,Mapping Type,Template Type,Engage Field Type,External Option Value,Internal Option DisplayName,Internal Option Value,Parent Record Type,Record Type
11d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Environmental,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Environmental,Environmental,175490010,,
13d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Family Responsibilities,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Family,Family Responsibilities,175490011,,
15d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Foreign Exchange,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Foreign_Exchange,Foreign Exchange,175490012,,
17d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Foreign Language,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Foreign_Lang,Foreign Language,175490013,,
19d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Internship,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Internship,Internship,175490014,,
1bd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Journalism/Publication,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Journalism,Journalism/Publication,175490015,,
1dd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Junior R.O.T.C.,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Jr_ROTC,Junior R.O.T.C.,175490016,,
1fd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-LGBT,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,LGBT,LGBT,175490017,,
21d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Music: Instrumental,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Instrumental,Music: Instrumental,175490018,,
23d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Music: Vocal,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Vocal,Music: Vocal,175490019,,
25d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Other Club/Activity,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Other_Club,Other Club/Activity,175490029,,
27d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Religious,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Religious,Religious,175490020,,
29d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Research,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Research,Research,175490021,,
2bd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Robotics,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Robotics,Robotics,175490022,,
2dd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-School Spirit,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,School_Spirit,School Spirit,175490023,,
2fd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Science/Math,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Science_Math,Science/Math,175490024,,
31d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Social Justice,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Social_Justice,Social Justice,175490025,,
33d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Student Govt./Politics,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Politics,Student Govt./Politics,175490026,,
35d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Theater/Drama,,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Drama,Theater/Drama,175490027,,
37d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity type-Work (Paid),,cmc_activitytype,mshied_extracurricularparticipant,175490000,CommonApp,,Work,Work (Paid),175490028,,
39d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity continue in college-No,,cmc_continueincollege,mshied_extracurricularparticipant,175490000,CommonApp,,N,No,FALSE,,
3bd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Activity continue in college-Yes,,cmc_continueincollege,mshied_extracurricularparticipant,175490000,CommonApp,,Y,Yes,TRUE,,
3dd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Submitted First Gen-No,,mshied_firstgeneration,contact,175490000,CommonApp,,N,No,FALSE,,
3fd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Submitted First Gen-Yes,,mshied_firstgeneration,contact,175490000,CommonApp,,Y,Yes,TRUE,,
41d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-FERPA Waiver-No,,cmc_ferpawaiver,cmc_applicationregistration,175490000,CommonApp,,N,No,FALSE,,
43d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-FERPA Waiver-Yes,,cmc_ferpawaiver,cmc_applicationregistration,175490000,CommonApp,,Y,Yes,TRUE,,
45d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Military branch 1-Air Force,,cmc_militarybranch,cmc_applicationregistration,175490000,CommonApp,,Air_Force,Air Force,175490001,,
47d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Military branch 1-Army,,cmc_militarybranch,cmc_applicationregistration,175490000,CommonApp,,Army,Army,175490000,,
49d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Military branch 1-Coast Guard,,cmc_militarybranch,cmc_applicationregistration,175490000,CommonApp,,Coast_Guard,Coast Guard,175490002,,
4bd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Military branch 1-Marine Corps,,cmc_militarybranch,cmc_applicationregistration,175490000,CommonApp,,Marines,Marine Corps,175490003,,
4dd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Military branch 1-Navy,,cmc_militarybranch,cmc_applicationregistration,175490000,CommonApp,,Navy,Navy,175490004,,
4fd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Accountant or actuary,,cmc_occupation,cmc_experience,175490000,CommonApp,,Accountant,Accountant or actuary,175490000,,
51d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Actor or entertainer,,cmc_occupation,cmc_experience,175490000,CommonApp,,Actor,Actor or entertainer,175490001,,
53d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Architect or urban planner,,cmc_occupation,cmc_experience,175490000,CommonApp,,Architect,Architect or urban planner,175490002,,
55d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Artist,,cmc_occupation,cmc_experience,175490000,CommonApp,,Artist,Artist,175490003,,
57d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Business (clerical),,cmc_occupation,cmc_experience,175490000,CommonApp,,Business_clerical,Business (clerical),175490004,,
59d6aff3-9bf6-e911-a811-000d3a4e6589,,"CommonApp-Occupation-Business executive (management, administrator)",,cmc_occupation,cmc_experience,175490000,CommonApp,,Business_executive,"Business executive (management, administrator)",175490005,,
5bd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Business owner or proprietor,,cmc_occupation,cmc_experience,175490000,CommonApp,,Business_owner,Business owner or proprietor,175490006,,
5dd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Business salesperson or buyer,,cmc_occupation,cmc_experience,175490000,CommonApp,,Business_salesperson,Business salesperson or buyer,175490007,,
5fd6aff3-9bf6-e911-a811-000d3a4e6589,,"CommonApp-Occupation-Clergy (minister, priest)",,cmc_occupation,cmc_experience,175490000,CommonApp,,Clergy,"Clergy (minister, priest)",175490008,,
61d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Clergy (other religious),,cmc_occupation,cmc_experience,175490000,CommonApp,,Clergy_other,Clergy (other religious),175490009,,
63d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Clinical psychologist,,cmc_occupation,cmc_experience,175490000,CommonApp,,Clinical_psychologist,Clinical psychologist,175490010,,
65d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-College administrator/staff,,cmc_occupation,cmc_experience,175490000,CommonApp,,College_staff,College administrator/staff,175490011,,
67d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-College teacher,,cmc_occupation,cmc_experience,175490000,CommonApp,,College_teacher,College teacher,175490012,,
69d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Computer programmer or analyst,,cmc_occupation,cmc_experience,175490000,CommonApp,,Computer_programmer,Computer programmer or analyst,175490013,,
6bd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Conservationist or forester,,cmc_occupation,cmc_experience,175490000,CommonApp,,Conservationist,Conservationist or forester,175490014,,
6dd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Dentist (including orthodontist),,cmc_occupation,cmc_experience,175490000,CommonApp,,Dentist,Dentist (including orthodontist),175490015,,
6fd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Dietitian or nutritionist,,cmc_occupation,cmc_experience,175490000,CommonApp,,Dietitian,Dietitian or nutritionist,175490016,,
71d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Engineer,,cmc_occupation,cmc_experience,175490000,CommonApp,,Engineer,Engineer,175490017,,
73d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Farmer or rancher,,cmc_occupation,cmc_experience,175490000,CommonApp,,Farmer,Farmer or rancher,175490018,,
75d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Foreign service worker (including diplomat),,cmc_occupation,cmc_experience,175490000,CommonApp,,Foreign_service,Foreign service worker (including diplomat),175490019,,
77d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Homemaker (full-time),,cmc_occupation,cmc_experience,175490000,CommonApp,,Homemaker,Homemaker (full-time),175490020,,
79d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Interior decorator (including designer),,cmc_occupation,cmc_experience,175490000,CommonApp,,Interior_decorator,Interior decorator (including designer),175490021,,
7bd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Lab technician or hygienist,,cmc_occupation,cmc_experience,175490000,CommonApp,,Lab_technician,Lab technician or hygienist,175490022,,
7dd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Laborer,,cmc_occupation,cmc_experience,175490000,CommonApp,,Laborer_unskilled,Laborer,175490023,,
7fd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Law enforcement officer,,cmc_occupation,cmc_experience,175490000,CommonApp,,Law_enforcement,Law enforcement officer,175490024,,
81d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Lawyer (attorney) or judge,,cmc_occupation,cmc_experience,175490000,CommonApp,,Lawyer,Lawyer (attorney) or judge,175490025,,
83d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Military service (career),,cmc_occupation,cmc_experience,175490000,CommonApp,,Military,Military service (career),175490026,,
85d6aff3-9bf6-e911-a811-000d3a4e6589,,"CommonApp-Occupation-Musician (performer, composer)",,cmc_occupation,cmc_experience,175490000,CommonApp,,Musician,"Musician (performer, composer)",175490027,,
87d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Nurse,,cmc_occupation,cmc_experience,175490000,CommonApp,,Nurse,Nurse,175490028,,
89d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Optometrist,,cmc_occupation,cmc_experience,175490000,CommonApp,,Optometrist,Optometrist,175490029,,
8bd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Other,,cmc_occupation,cmc_experience,175490000,CommonApp,,OTH,Other,175490043,,
8dd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Pharmacist,,cmc_occupation,cmc_experience,175490000,CommonApp,,Pharmacist,Pharmacist,175490030,,
8fd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Physician,,cmc_occupation,cmc_experience,175490000,CommonApp,,Physician,Physician,175490031,,
91d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Policymaker/Government,,cmc_occupation,cmc_experience,175490000,CommonApp,,Government,Policymaker/Government,175490032,,
93d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-School counselor,,cmc_occupation,cmc_experience,175490000,CommonApp,,School_counselor,School counselor,175490033,,
95d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-School principal or superintendent,,cmc_occupation,cmc_experience,175490000,CommonApp,,School_principal,School principal or superintendent,175490034,,
97d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Scientific researcher,,cmc_occupation,cmc_experience,175490000,CommonApp,,Scientific_researcher,Scientific researcher,175490035,,
99d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Skilled trades,,cmc_occupation,cmc_experience,175490000,CommonApp,,Skilled_trades,Skilled trades,175490036,,
9bd6aff3-9bf6-e911-a811-000d3a4e6589,,"CommonApp-Occupation-Social, welfare, or recreation worker",,cmc_occupation,cmc_experience,175490000,CommonApp,,Social_worker,"Social, welfare, or recreation worker",175490037,,
9dd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Teacher or administrator (elementary),,cmc_occupation,cmc_experience,175490000,CommonApp,,Teacher_elementary,Teacher or administrator (elementary),175490038,,
9fd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Teacher or administrator (secondary),,cmc_occupation,cmc_experience,175490000,CommonApp,,Teacher_secondary,Teacher or administrator (secondary),175490039,,
a1d6aff3-9bf6-e911-a811-000d3a4e6589,,"CommonApp-Occupation-Therapist (physical, occupational, speech)",,cmc_occupation,cmc_experience,175490000,CommonApp,,Therapist,"Therapist (physical, occupational, speech)",175490040,,
a3d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Undecided,,cmc_occupation,cmc_experience,175490000,CommonApp,,Undecided,Undecided,175490044,,
a5d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Veterinarian,,cmc_occupation,cmc_experience,175490000,CommonApp,,Veterinarian,Veterinarian,175490041,,
a7d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Occupation-Writer or journalist,,cmc_occupation,cmc_experience,175490000,CommonApp,,Writer_or_journalist,Writer or journalist,175490042,,
a9d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Parents marital status-Civil Union/Domestic Partners,,cmc_parentsmaritalstatus,cmc_applicationregistration,175490000,CommonApp,,6,Civil Union/Domestic Partners,175490000,,
abd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Parents marital status-Divorced,,cmc_parentsmaritalstatus,cmc_applicationregistration,175490000,CommonApp,,3,Divorced,1,,
add6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Parents marital status-Married,,cmc_parentsmaritalstatus,cmc_applicationregistration,175490000,CommonApp,,1,Married,2,,
afd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Parents marital status-Separated,,cmc_parentsmaritalstatus,cmc_applicationregistration,175490000,CommonApp,,2,Separated,3,,
b1d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Parents marital status-Single,,cmc_parentsmaritalstatus,cmc_applicationregistration,175490000,CommonApp,,4,Single,4,,
b3d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Parents marital status-Widowed,,cmc_parentsmaritalstatus,cmc_applicationregistration,175490000,CommonApp,,5,Widowed,5,,
b5d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Permanent home-Both Parents,,cmc_permanenthome,cmc_applicationregistration,175490000,CommonApp,,Both_Parents,Both Parents,175490000,,
b7d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Permanent home-Legal Guardian,,cmc_permanenthome,cmc_applicationregistration,175490000,CommonApp,,Legal_Guardian,Legal Guardian,175490001,,
b9d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Permanent home-Other,,cmc_permanenthome,cmc_applicationregistration,175490000,CommonApp,,OTH,Other,175490004,,
bbd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Permanent home-Parent1,,cmc_permanenthome,cmc_applicationregistration,175490000,CommonApp,,Parent_1,Parent1,175490002,,
bdd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Permanent home-Parent2,,cmc_permanenthome,cmc_applicationregistration,175490000,CommonApp,,Parent_2,Parent2,175490003,,
bfd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Permanent home-Ward of the Court/State,,cmc_permanenthome,cmc_applicationregistration,175490000,CommonApp,,Ward,Ward of the Court/State,175490005,,
c1d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Agnostic,,cmc_religiouspreference,contact,175490000,CommonApp,,AGN,Agnostic,175490000,,
c3d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Anglican (Episcopal),,cmc_religiouspreference,contact,175490000,CommonApp,,EPI,Anglican (Episcopal),175490001,,
c5d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Atheist,,cmc_religiouspreference,contact,175490000,CommonApp,,ATH,Atheist,175490002,,
c7d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Bah&#225;&#39;&#237;,,cmc_religiouspreference,contact,175490000,CommonApp,,BAH,Bah&#225;&#39;&#237;,175490003,,
c9d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Baptist,,cmc_religiouspreference,contact,175490000,CommonApp,,BAP,Baptist,175490004,,
cbd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Buddhist,,cmc_religiouspreference,contact,175490000,CommonApp,,BUD,Buddhist,175490005,,
cdd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Caodaiist,,cmc_religiouspreference,contact,175490000,CommonApp,,CDI,Caodaiist,175490006,,
cfd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Cheondoist,,cmc_religiouspreference,contact,175490000,CommonApp,,CHO,Cheondoist,175490007,,
d1d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Christian Scientist,,cmc_religiouspreference,contact,175490000,CommonApp,,CSC,Christian Scientist,175490008,,
d3d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Church of Christ,,cmc_religiouspreference,contact,175490000,CommonApp,,CCH,Church of Christ,175490009,,
d5d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Church of World Messianity,,cmc_religiouspreference,contact,175490000,CommonApp,,CWM,Church of World Messianity,175490010,,
d7d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Confucianist,,cmc_religiouspreference,contact,175490000,CommonApp,,CON,Confucianist,175490011,,
d9d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Congregationalist (UCC),,cmc_religiouspreference,contact,175490000,CommonApp,,CGR,Congregationalist (UCC),175490012,,
dbd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Disciples of Christ,,cmc_religiouspreference,contact,175490000,CommonApp,,DOC,Disciples of Christ,175490013,,
ddd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Eastern Orthodox,,cmc_religiouspreference,contact,175490000,CommonApp,,EOR,Eastern Orthodox,175490014,,
dfd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Evangelical Covenant Church,,cmc_religiouspreference,contact,175490000,CommonApp,,ECC,Evangelical Covenant Church,175490015,,
e1d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Friend (Quaker),,cmc_religiouspreference,contact,175490000,CommonApp,,QUA,Friend (Quaker),175490016,,
e3d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Hindu,,cmc_religiouspreference,contact,175490000,CommonApp,,HIN,Hindu,175490017,,
e5d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Jain,,cmc_religiouspreference,contact,175490000,CommonApp,,JAI,Jain,175490018,,
e7d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Jehovah&#39;s Witness,,cmc_religiouspreference,contact,175490000,CommonApp,,JEH,Jehovah&#39;s Witness,175490019,,
e9d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Jewish,,cmc_religiouspreference,contact,175490000,CommonApp,,HBR,Jewish,175490020,,
ebd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Latter-day Saint (Mormon),,cmc_religiouspreference,contact,175490000,CommonApp,,LDS,Latter-day Saint (Mormon),175490021,,
edd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Lutheran,,cmc_religiouspreference,contact,175490000,CommonApp,,LUT,Lutheran,175490022,,
efd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Mennonite,,cmc_religiouspreference,contact,175490000,CommonApp,,MEN,Mennonite,175490023,,
f1d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Methodist,,cmc_religiouspreference,contact,175490000,CommonApp,,MET,Methodist,175490024,,
f3d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Moravian,,cmc_religiouspreference,contact,175490000,CommonApp,,MVN,Moravian,175490025,,
f5d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Muist,,cmc_religiouspreference,contact,175490000,CommonApp,,MUI,Muist,175490026,,
f7d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Muslim,,cmc_religiouspreference,contact,175490000,CommonApp,,MUS,Muslim,175490027,,
f9d6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-None,,cmc_religiouspreference,contact,175490000,CommonApp,,NON,None,175490047,,
fbd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Oriental Orthodoxy,,cmc_religiouspreference,contact,175490000,CommonApp,,OOR,Oriental Orthodoxy,175490028,,
fdd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Orthodox,,cmc_religiouspreference,contact,175490000,CommonApp,,ORT,Orthodox,175490029,,
ffd6aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Other,,cmc_religiouspreference,contact,175490000,CommonApp,,OTH,Other,175490031,,
01d7aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Other - Christian,,cmc_religiouspreference,contact,175490000,CommonApp,,COT,Other - Christian,175490030,,
03d7aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Pentecostal,,cmc_religiouspreference,contact,175490000,CommonApp,,PEN,Pentecostal,175490032,,
05d7aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Presbyterian,,cmc_religiouspreference,contact,175490000,CommonApp,,PRB,Presbyterian,175490033,,
07d7aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Rastafari,,cmc_religiouspreference,contact,175490000,CommonApp,,RAS,Rastafari,175490034,,
09d7aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Reformed,,cmc_religiouspreference,contact,175490000,CommonApp,,REF,Reformed,175490035,,
0bd7aff3-9bf6-e911-a811-000d3a4e6589,,CommonApp-Religious preference-Roman Catholic,,cmc_religiouspreference,contact,175490000,CommonApp,,CAT,Roman Catholic,175490036,,
