entity Name,displayname,id,field Name,value
cmc_languagevalues,Language Value,b8591bf2-c720-e811-a95f-000d3a11f5ee,cmc_languagevalueid,b8591bf2-c720-e811-a95f-000d3a11f5ee
cmc_languagevalues,Language Value,b8591bf2-c720-e811-a95f-000d3a11f5ee,cmc_value,{0} is not a valid field for {1}. Please make sure this field exists as an updatable User lookup.
cmc_languagevalues,Language Value,bb598f8c-e722-e811-a95b-000d3a11fc57,cmc_keyname,Invalid_Format_Other_User_Lookup
cmc_languagevalues,Language Value,bb598f8c-e722-e811-a95b-000d3a11fc57,cmc_languagecode,1033
cmc_languagevalues,Language Value,bb598f8c-e722-e811-a95b-000d3a11fc57,cmc_languagevalueid,bb598f8c-e722-e811-a95b-000d3a11fc57
cmc_languagevalues,Language Value,bb598f8c-e722-e811-a95b-000d3a11fc57,cmc_value,Other User Lookup must be formatted as [entity schema name].[attribute schema name].
cmc_languagevalues,Language Value,dd9f8dc8-e722-e811-a95b-000d3a11fc57,cmc_keyname,Invalid_Entity_Other_User_Lookup
cmc_languagevalues,Language Value,dd9f8dc8-e722-e811-a95b-000d3a11fc57,cmc_languagecode,1033
cmc_languagevalues,Language Value,dd9f8dc8-e722-e811-a95b-000d3a11fc57,cmc_languagevalueid,dd9f8dc8-e722-e811-a95b-000d3a11fc57
cmc_languagevalues,Language Value,dd9f8dc8-e722-e811-a95b-000d3a11fc57,cmc_value,The Entity Name specified in Other User Lookup must be {0}.
cmc_languagevalues,Language Value,3f086741-3f26-e811-a95e-000d3a11fe32,cmc_keyname,Missing_DOM_Definition_Lookup
cmc_languagevalues,Language Value,3f086741-3f26-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,3f086741-3f26-e811-a95e-000d3a11fe32,cmc_languagevalueid,3f086741-3f26-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,3f086741-3f26-e811-a95e-000d3a11fe32,cmc_value,Unable to validate DOM Definition. Please update the DOM Definition and try again.
cmc_languagevalues,Language Value,fc091094-3f26-e811-a95e-000d3a11fe32,cmc_keyname,Missing_Related_DOM_Master
cmc_languagevalues,Language Value,fc091094-3f26-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,fc091094-3f26-e811-a95e-000d3a11fe32,cmc_languagevalueid,fc091094-3f26-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,fc091094-3f26-e811-a95e-000d3a11fe32,cmc_value,A DOM Master record does not exist for DOM Definition {0}. Please update the DOM Definition and try again.
cmc_languagevalues,Language Value,e1493166-4026-e811-a95e-000d3a11fe32,cmc_keyname,Invalid_Value_Format_Condition_Begins_With
cmc_languagevalues,Language Value,e1493166-4026-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,e1493166-4026-e811-a95e-000d3a11fe32,cmc_languagevalueid,e1493166-4026-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,e1493166-4026-e811-a95e-000d3a11fe32,cmc_value,Value must be entered when Condition Type is Begins With.
cmc_languagevalues,Language Value,3cc2759a-4026-e811-a95e-000d3a11fe32,cmc_keyname,Invalid_BeginsWith_Condition_On_OptionSet_Attribute
cmc_languagevalues,Language Value,3cc2759a-4026-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,3cc2759a-4026-e811-a95e-000d3a11fe32,cmc_languagevalueid,3cc2759a-4026-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,3cc2759a-4026-e811-a95e-000d3a11fe32,cmc_value,Begins With cannot be used as a condition for an Option Set field.
cmc_languagevalues,Language Value,fe9839c8-4026-e811-a95e-000d3a11fe32,cmc_keyname,Invalid_Value_Format_Condition_Equals
cmc_languagevalues,Language Value,fe9839c8-4026-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,fe9839c8-4026-e811-a95e-000d3a11fe32,cmc_languagevalueid,fe9839c8-4026-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,fe9839c8-4026-e811-a95e-000d3a11fe32,cmc_value,Value must be entered when Condition Type is Equals.
cmc_languagevalues,Language Value,298988e4-4026-e811-a95e-000d3a11fe32,cmc_keyname,Invalid_MinMax_Format_Condition_Range
cmc_languagevalues,Language Value,298988e4-4026-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,298988e4-4026-e811-a95e-000d3a11fe32,cmc_languagevalueid,298988e4-4026-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,298988e4-4026-e811-a95e-000d3a11fe32,cmc_value,Both Min and Max must be entered when Condition Type is Range.
cmc_languagevalues,Language Value,041b875e-4126-e811-a95e-000d3a11fe32,cmc_keyname,Invalid_Range_Condition_On_Lookup_Attribute
cmc_languagevalues,Language Value,041b875e-4126-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,041b875e-4126-e811-a95e-000d3a11fe32,cmc_languagevalueid,041b875e-4126-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,041b875e-4126-e811-a95e-000d3a11fe32,cmc_value,Range cannot be used as a condition for a Lookup field.
cmc_languagevalues,Language Value,2dd14ae1-4126-e811-a95e-000d3a11fe32,cmc_keyname,Invalid_Range_Condition_On_OptionSet_Attribute
cmc_languagevalues,Language Value,2dd14ae1-4126-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,2dd14ae1-4126-e811-a95e-000d3a11fe32,cmc_languagevalueid,2dd14ae1-4126-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,2dd14ae1-4126-e811-a95e-000d3a11fe32,cmc_value,Range cannot be used as a condition for an Option Set field.
cmc_languagevalues,Language Value,c5ffe229-4226-e811-a95e-000d3a11fe32,cmc_keyname,Invalid_RecordOwner_Condition_On_NonLookup_Attribute
cmc_languagevalues,Language Value,c5ffe229-4226-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,c5ffe229-4226-e811-a95e-000d3a11fe32,cmc_languagevalueid,c5ffe229-4226-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,c5ffe229-4226-e811-a95e-000d3a11fe32,cmc_value,The Record Owner condition can only be used with Lookup fields.
cmc_languagevalues,Language Value,df8ef873-4226-e811-a95e-000d3a11fe32,cmc_keyname,Invalid_RecordOwner_Condition_On_Attribute_Not_User_Owned
cmc_languagevalues,Language Value,df8ef873-4226-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,df8ef873-4226-e811-a95e-000d3a11fe32,cmc_languagevalueid,df8ef873-4226-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,df8ef873-4226-e811-a95e-000d3a11fe32,cmc_value,{0} cannot be used with the Record Owner condition. {1} is not user owned.
cmc_languagevalues,Language Value,08f304a8-4226-e811-a95e-000d3a11fe32,cmc_keyname,Missing_Value_As_Label
cmc_languagevalues,Language Value,08f304a8-4226-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,08f304a8-4226-e811-a95e-000d3a11fe32,cmc_languagevalueid,08f304a8-4226-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,08f304a8-4226-e811-a95e-000d3a11fe32,cmc_value,The Value set for {0} does not correspond to a valid value for this field. Please correct the Value.
cmc_languagevalues,Language Value,50b36c9c-be2b-e811-a95e-000d3a11fe32,cmc_keyname,PredictRetention_Failure
cmc_languagevalues,Language Value,50b36c9c-be2b-e811-a95e-000d3a11fe32,cmc_languagecode,1033
cmc_languagevalues,Language Value,50b36c9c-be2b-e811-a95e-000d3a11fe32,cmc_languagevalueid,50b36c9c-be2b-e811-a95e-000d3a11fe32
cmc_languagevalues,Language Value,50b36c9c-be2b-e811-a95e-000d3a11fe32,cmc_value,An error occurred while trying to predict the Retention Probability.
cmc_languagevalues,Language Value,6588f620-ad44-e811-a961-000d3a14b26e,cmc_keyname,Invalid_BeginsWith_Condition_On_Boolean_Attribute
cmc_languagevalues,Language Value,6588f620-ad44-e811-a961-000d3a14b26e,cmc_languagecode,1033
cmc_languagevalues,Language Value,6588f620-ad44-e811-a961-000d3a14b26e,cmc_languagevalueid,6588f620-ad44-e811-a961-000d3a14b26e
cmc_languagevalues,Language Value,6588f620-ad44-e811-a961-000d3a14b26e,cmc_value,Begins With cannot be used as a condition for a Boolean field.
cmc_languagevalues,Language Value,ab5ae03c-ad44-e811-a961-000d3a14b26e,cmc_keyname,Invalid_Range_Condition_On_Boolean_Attribute
cmc_languagevalues,Language Value,ab5ae03c-ad44-e811-a961-000d3a14b26e,cmc_languagecode,1033
cmc_languagevalues,Language Value,ab5ae03c-ad44-e811-a961-000d3a14b26e,cmc_languagevalueid,ab5ae03c-ad44-e811-a961-000d3a14b26e
cmc_languagevalues,Language Value,ab5ae03c-ad44-e811-a961-000d3a14b26e,cmc_value,Range cannot be used as a condition for a Boolean field.
cmc_languagevalues,Language Value,84d291c3-1147-e811-a962-000d3a14b26e,cmc_keyname,Invalid_BeginsWith_Condition_On_DateTime_Attribute
cmc_languagevalues,Language Value,84d291c3-1147-e811-a962-000d3a14b26e,cmc_languagecode,1033
cmc_languagevalues,Language Value,84d291c3-1147-e811-a962-000d3a14b26e,cmc_languagevalueid,84d291c3-1147-e811-a962-000d3a14b26e
cmc_languagevalues,Language Value,84d291c3-1147-e811-a962-000d3a14b26e,cmc_value,Begins With cannot be used as a condition for a Date/Time field.
cmc_languagevalues,Language Value,958e74a6-2847-e811-a962-000d3a14b26e,cmc_keyname,Invalid_DateTime_Value
cmc_languagevalues,Language Value,958e74a6-2847-e811-a962-000d3a14b26e,cmc_languagecode,1033
cmc_languagevalues,Language Value,958e74a6-2847-e811-a962-000d3a14b26e,cmc_languagevalueid,958e74a6-2847-e811-a962-000d3a14b26e
cmc_languagevalues,Language Value,958e74a6-2847-e811-a962-000d3a14b26e,cmc_value,The value for {0} must be a valid Date/Time.
cmc_languagevalues,Language Value,72ca4b2e-2b47-e811-a962-000d3a14b26e,cmc_keyname,Invalid_DateTime_Min
cmc_languagevalues,Language Value,72ca4b2e-2b47-e811-a962-000d3a14b26e,cmc_languagecode,1033
cmc_languagevalues,Language Value,72ca4b2e-2b47-e811-a962-000d3a14b26e,cmc_languagevalueid,72ca4b2e-2b47-e811-a962-000d3a14b26e
cmc_languagevalues,Language Value,72ca4b2e-2b47-e811-a962-000d3a14b26e,cmc_value,The value specified in Min for {0} must be a valid Date/Time
cmc_languagevalues,Language Value,dcaf4434-2b47-e811-a962-000d3a14b26e,cmc_keyname,Invalid_DateTime_Max
cmc_languagevalues,Language Value,dcaf4434-2b47-e811-a962-000d3a14b26e,cmc_languagecode,1033
cmc_languagevalues,Language Value,dcaf4434-2b47-e811-a962-000d3a14b26e,cmc_languagevalueid,dcaf4434-2b47-e811-a962-000d3a14b26e
cmc_languagevalues,Language Value,dcaf4434-2b47-e811-a962-000d3a14b26e,cmc_value,The value specified in Max for {0} must be a valid Date/Time
cmc_languagevalues,Language Value,37e17dd9-3652-e811-a954-000d3a18c23c,cmc_keyname,InvalidDOMDefinition_InvalidLogicsMessage
cmc_languagevalues,Language Value,37e17dd9-3652-e811-a954-000d3a18c23c,cmc_languagecode,1033
cmc_languagevalues,Language Value,37e17dd9-3652-e811-a954-000d3a18c23c,cmc_languagevalueid,37e17dd9-3652-e811-a954-000d3a18c23c
cmc_languagevalues,Language Value,37e17dd9-3652-e811-a954-000d3a18c23c,cmc_value,The DOM Master lookup cannot be changed. The Run Assignment For Entity on the new DOM Master does not match the entity specified on the child DOM Definition Logic records.
cmc_languagevalues,Language Value,9e290f13-5758-e811-a955-000d3a18c42e,cmc_keyname,Missing_Valid_DOM_Definition_Logic_for_DOM_Definition_Execution_Order
cmc_languagevalues,Language Value,9e290f13-5758-e811-a955-000d3a18c42e,cmc_languagecode,1033
cmc_languagevalues,Language Value,9e290f13-5758-e811-a955-000d3a18c42e,cmc_languagevalueid,9e290f13-5758-e811-a955-000d3a18c42e
cmc_languagevalues,Language Value,9e290f13-5758-e811-a955-000d3a18c42e,cmc_value,A matching DOM Definition Logic record does not exist for this DOM Definition Execution Order record.
cmc_languagevalues,Language Value,2e1c7801-8263-e811-a958-000d3a18c732,cmc_keyname,Invalid_Relationship_Execution_Order_Attribute
cmc_languagevalues,Language Value,2e1c7801-8263-e811-a958-000d3a18c732,cmc_languagecode,1033
cmc_languagevalues,Language Value,2e1c7801-8263-e811-a958-000d3a18c732,cmc_languagevalueid,2e1c7801-8263-e811-a958-000d3a18c732
cmc_languagevalues,Language Value,2e1c7801-8263-e811-a958-000d3a18c732,cmc_value,{0} is not a valid relationship on {1}. Please enter another relationship name.
cmc_languagevalues,Language Value,6f28e4b5-fe59-e811-a953-000d3a18c970,cmc_keyname,DomExecutionOrderAttributeMismatch_SingleError
cmc_languagevalues,Language Value,6f28e4b5-fe59-e811-a953-000d3a18c970,cmc_languagecode,1033
cmc_languagevalues,Language Value,6f28e4b5-fe59-e811-a953-000d3a18c970,cmc_languagevalueid,6f28e4b5-fe59-e811-a953-000d3a18c970
cmc_languagevalues,Language Value,6f28e4b5-fe59-e811-a953-000d3a18c970,cmc_value,There is a DOM Definition Execution Order missing for {0}.
cmc_languagevalues,Language Value,88f1406b-ff59-e811-a953-000d3a18c970,cmc_keyname,DomExecutionOrderAttributeMismatch_MultipleErrors
cmc_languagevalues,Language Value,88f1406b-ff59-e811-a953-000d3a18c970,cmc_languagecode,1033
cmc_languagevalues,Language Value,88f1406b-ff59-e811-a953-000d3a18c970,cmc_languagevalueid,88f1406b-ff59-e811-a953-000d3a18c970
cmc_languagevalues,Language Value,88f1406b-ff59-e811-a953-000d3a18c970,cmc_value,There are multiple DOM Definition Execution Order records missing.
cmc_languagevalues,Language Value,eaa97d54-005a-e811-a953-000d3a18c970,cmc_keyname,DefinitionLogicAttributeMismatch_SingleError
cmc_languagevalues,Language Value,eaa97d54-005a-e811-a953-000d3a18c970,cmc_languagecode,1033
cmc_languagevalues,Language Value,eaa97d54-005a-e811-a953-000d3a18c970,cmc_languagevalueid,eaa97d54-005a-e811-a953-000d3a18c970
cmc_languagevalues,Language Value,eaa97d54-005a-e811-a953-000d3a18c970,cmc_value,There is a DOM Definition Logic missing for {0}.
cmc_languagevalues,Language Value,e2146686-005a-e811-a953-000d3a18c970,cmc_keyname,DefinitionLogicAttributeMismatch_MultipleErrors
cmc_languagevalues,Language Value,e2146686-005a-e811-a953-000d3a18c970,cmc_languagecode,1033
cmc_languagevalues,Language Value,e2146686-005a-e811-a953-000d3a18c970,cmc_languagevalueid,e2146686-005a-e811-a953-000d3a18c970
cmc_languagevalues,Language Value,e2146686-005a-e811-a953-000d3a18c970,cmc_value,There are multiple DOM Definition Logic records missing.
cmc_languagevalues,Language Value,260f0345-2452-e811-a952-000d3a18cb47,cmc_keyname,Error_Prefix_On_Activate_of_DOM_Definition_Logic
cmc_languagevalues,Language Value,260f0345-2452-e811-a952-000d3a18cb47,cmc_languagecode,1033
cmc_languagevalues,Language Value,260f0345-2452-e811-a952-000d3a18cb47,cmc_languagevalueid,260f0345-2452-e811-a952-000d3a18cb47
cmc_languagevalues,Language Value,260f0345-2452-e811-a952-000d3a18cb47,cmc_value,This DOM Definition Logic cannot be activated: {0}
cmc_languagevalues,Language Value,83683b19-7d58-e811-a952-000d3a18cb47,cmc_keyname,Missing_Valid_DOM_Definition_Execution_Order_for_DOM_Definition_Logic
cmc_languagevalues,Language Value,83683b19-7d58-e811-a952-000d3a18cb47,cmc_languagecode,1033
cmc_languagevalues,Language Value,83683b19-7d58-e811-a952-000d3a18cb47,cmc_languagevalueid,83683b19-7d58-e811-a952-000d3a18cb47
cmc_languagevalues,Language Value,83683b19-7d58-e811-a952-000d3a18cb47,cmc_value,A matching DOM Definition Execution Order record does not exist for this DOM Definition Logic record.
cmc_languagevalues,Language Value,670246ac-5f6f-e811-a951-000d3a3666c5,cmc_keyname,AttributePicker_Label
cmc_languagevalues,Language Value,670246ac-5f6f-e811-a951-000d3a3666c5,cmc_languagecode,1033
cmc_languagevalues,Language Value,670246ac-5f6f-e811-a951-000d3a3666c5,cmc_languagevalueid,670246ac-5f6f-e811-a951-000d3a3666c5
cmc_languagevalues,Language Value,670246ac-5f6f-e811-a951-000d3a3666c5,cmc_value,Attribute or Relationship of
cmc_languagevalues,Language Value,78d299bf-add2-e811-a956-000d3a4e75ec,cmc_keyname,StaffSurveyTemplate_copy
cmc_languagevalues,Language Value,78d299bf-add2-e811-a956-000d3a4e75ec,cmc_languagecode,1033
cmc_languagevalues,Language Value,78d299bf-add2-e811-a956-000d3a4e75ec,cmc_languagevalueid,78d299bf-add2-e811-a956-000d3a4e75ec
cmc_languagevalues,Language Value,78d299bf-add2-e811-a956-000d3a4e75ec,cmc_value,Copy
cmc_languagevalues,Language Value,728fcc32-2781-e711-8100-5065f38b0191,cmc_keyname,Portal_SignIn
cmc_languagevalues,Language Value,728fcc32-2781-e711-8100-5065f38b0191,cmc_languagecode,1033
cmc_languagevalues,Language Value,728fcc32-2781-e711-8100-5065f38b0191,cmc_languagevalueid,728fcc32-2781-e711-8100-5065f38b0191
cmc_languagevalues,Language Value,728fcc32-2781-e711-8100-5065f38b0191,cmc_value,Sign In
cmc_languagevalues,Language Value,86d66a3a-2781-e711-8100-5065f38b0191,cmc_keyname,Portal_ResetPassword
cmc_languagevalues,Language Value,86d66a3a-2781-e711-8100-5065f38b0191,cmc_languagecode,1033
cmc_languagevalues,Language Value,86d66a3a-2781-e711-8100-5065f38b0191,cmc_languagevalueid,86d66a3a-2781-e711-8100-5065f38b0191
cmc_languagevalues,Language Value,86d66a3a-2781-e711-8100-5065f38b0191,cmc_value,Reset Password
cmc_languagevalues,Language Value,c5254de7-d285-e711-8100-5065f38b0191,cmc_keyname,Portal_LMSLinkDescription
cmc_languagevalues,Language Value,c5254de7-d285-e711-8100-5065f38b0191,cmc_languagecode,1033
cmc_languagevalues,Language Value,c5254de7-d285-e711-8100-5065f38b0191,cmc_languagevalueid,c5254de7-d285-e711-8100-5065f38b0191
cmc_languagevalues,Language Value,c5254de7-d285-e711-8100-5065f38b0191,cmc_value,Click the link to open LMS
cmc_languagevalues,Language Value,9941aa30-2e9f-e711-8103-5065f38b0191,cmc_keyname,Primary address cannot be unchecked as primary.
cmc_languagevalues,Language Value,9941aa30-2e9f-e711-8103-5065f38b0191,cmc_languagecode,1033
cmc_languagevalues,Language Value,9941aa30-2e9f-e711-8103-5065f38b0191,cmc_languagevalueid,9941aa30-2e9f-e711-8103-5065f38b0191
cmc_languagevalues,Language Value,9941aa30-2e9f-e711-8103-5065f38b0191,cmc_value,Primary address cannot be unchecked as primary.
cmc_languagevalues,Language Value,6bb3f237-2e9f-e711-8103-5065f38b0191,cmc_keyname,Primary address cannot be deactivated.
cmc_languagevalues,Language Value,6bb3f237-2e9f-e711-8103-5065f38b0191,cmc_languagecode,1033
cmc_languagevalues,Language Value,6bb3f237-2e9f-e711-8103-5065f38b0191,cmc_languagevalueid,6bb3f237-2e9f-e711-8103-5065f38b0191
cmc_languagevalues,Language Value,6bb3f237-2e9f-e711-8103-5065f38b0191,cmc_value,Primary address cannot be deactivated.
cmc_languagevalues,Language Value,e5ec013f-2e9f-e711-8103-5065f38b0191,cmc_keyname,Primary address cannot be deleted.
cmc_languagevalues,Language Value,e5ec013f-2e9f-e711-8103-5065f38b0191,cmc_languagecode,1033
cmc_languagevalues,Language Value,e5ec013f-2e9f-e711-8103-5065f38b0191,cmc_languagevalueid,e5ec013f-2e9f-e711-8103-5065f38b0191
cmc_languagevalues,Language Value,e5ec013f-2e9f-e711-8103-5065f38b0191,cmc_value,Primary address cannot be deleted.
cmc_languagevalues,Language Value,087580a1-cfa3-e711-8104-c4346bdc2171,cmc_keyname,PortalSuccessNetwork_SuccessNetwork
cmc_languagevalues,Language Value,087580a1-cfa3-e711-8104-c4346bdc2171,cmc_languagecode,1033
cmc_languagevalues,Language Value,087580a1-cfa3-e711-8104-c4346bdc2171,cmc_languagevalueid,087580a1-cfa3-e711-8104-c4346bdc2171
cmc_languagevalues,Language Value,087580a1-cfa3-e711-8104-c4346bdc2171,cmc_value,Success Network
cmc_languagevalues,Language Value,2b7580a1-cfa3-e711-8104-c4346bdc2171,cmc_keyname,PortalSuccessNetwork_SortBy
cmc_languagevalues,Language Value,2b7580a1-cfa3-e711-8104-c4346bdc2171,cmc_languagecode,1033
cmc_languagevalues,Language Value,2b7580a1-cfa3-e711-8104-c4346bdc2171,cmc_languagevalueid,2b7580a1-cfa3-e711-8104-c4346bdc2171
cmc_languagevalues,Language Value,2b7580a1-cfa3-e711-8104-c4346bdc2171,cmc_value,Sort By
cmc_languagevalues,Language Value,f96243a8-cfa3-e711-8104-c4346bdc2171,cmc_keyname,PortalSuccessNetwork_LastName
cmc_languagevalues,Language Value,f96243a8-cfa3-e711-8104-c4346bdc2171,cmc_languagecode,1033
cmc_languagevalues,Language Value,f96243a8-cfa3-e711-8104-c4346bdc2171,cmc_languagevalueid,f96243a8-cfa3-e711-8104-c4346bdc2171
cmc_languagevalues,Language Value,f96243a8-cfa3-e711-8104-c4346bdc2171,cmc_value,Last Name
cmc_languagevalues,Language Value,d3efe4ae-cfa3-e711-8104-c4346bdc2171,cmc_keyname,PortalSuccessNetwork_Title
cmc_languagevalues,Language Value,d3efe4ae-cfa3-e711-8104-c4346bdc2171,cmc_languagecode,1033
cmc_languagevalues,Language Value,d3efe4ae-cfa3-e711-8104-c4346bdc2171,cmc_languagevalueid,d3efe4ae-cfa3-e711-8104-c4346bdc2171
cmc_languagevalues,Language Value,d3efe4ae-cfa3-e711-8104-c4346bdc2171,cmc_value,Title
cmc_languagevalues,Language Value,d9efe4ae-cfa3-e711-8104-c4346bdc2171,cmc_keyname,PortalSuccessNetwork_Error
cmc_languagevalues,Language Value,d9efe4ae-cfa3-e711-8104-c4346bdc2171,cmc_languagecode,1033
