Id,Name,Mode,PluginTypeName,BaseEntity,SolutionName,,,,
8bb52ca2-978e-e911-a82a-000d3a315bf6,Cmc.Engage.Application.Extension.Plugins.CreateReviewsOnApplicationAssignToBundlePlugin: Create of cmc_applicationreviewbundle_application,Synchronous,Cmc.Engage.Application.Extension.Plugins.CreateReviewsOnApplicationAssignToBundlePlugin, Cmc.Engage.Application.Extension.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=2acf0954bc05c71d,cmc_applicationreviewbundle_application,CampusManagementApply_Managed
a1ff5823-afed-e811-a963-000d3a3669fe,Cmc.Engage.Application.Plugins.RecomendationThankyouEmailPlugin: Create of cmc_applicationrecommendation,Asynchronous,Cmc.Engage.Application.Plugins.RecomendationThankyouEmailPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_applicationrecommendation,CampusManagementApply_Managed
a68e000d-b391-e911-a832-000d3a315a07,Cmc.Engage.Application.Extension.Plugins.CreateUpdateDeleteReviewersPlugin: cmc_ApplicationReviewRemoveReviewer of  any Entity,Synchronous,Cmc.Engage.Application.Extension.Plugins.CreateUpdateDeleteReviewersPlugin, Cmc.Engage.Application.Extension.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=2acf0954bc05c71d,,CampusManagementApply_Managed
b2d11748-f490-e911-a856-000d3a372932,Cmc.Engage.Application.Extension.Plugins.OnChangeOfBundleStatus: Update of cmc_applicationreviewbundle,Synchronous,Cmc.Engage.Application.Extension.Plugins.OnChangeOfBundleStatus, Cmc.Engage.Application.Extension.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=2acf0954bc05c71d,cmc_applicationreviewbundle,CampusManagementApply_Managed
c2f835ff-b691-e911-a832-000d3a315a07,Cmc.Engage.Application.Extension.Plugins.ApplicationReviewSubmissionPlugin: Update of cmc_applicationreview,Asynchronous,Cmc.Engage.Application.Extension.Plugins.ApplicationReviewSubmissionPlugin, Cmc.Engage.Application.Extension.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=2acf0954bc05c71d,cmc_applicationreview,CampusManagementApply_Managed
0036f859-5d1f-e911-a956-000d3a3b9825,Cmc.Engage.Application.Plugins.UpdateContactToMatchApplicantOnApplicationRecommendationPlugin: Update of cmc_applicationrecommendation,Asynchronous,Cmc.Engage.Application.Plugins.UpdateContactToMatchApplicantOnApplicationRecommendationPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_applicationrecommendation,CampusManagementBase_Managed
02db2f61-1c5d-e811-a958-000d3a18cdb5,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionExecutionOrderPlugin: Create of cmc_domdefinitionexecutionorder,Asynchronous,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionExecutionOrderPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_domdefinitionexecutionorder,CampusManagementBase_Managed
04c16dee-5ebe-e911-a95f-000d3a4f1a4f,Cmc.Engage.Application.Plugins.PrintApplicationPlugin: cmc_printapplicationdocument of  any Entity,Asynchronous,Cmc.Engage.Application.Plugins.PrintApplicationPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,,CampusManagementBase_Managed
04dd1bb4-afed-e811-a95d-000d3a3acbf2,Cmc.Engage.Application.Plugins.SetDefaultFieldsOnApplicationPlugin: Update of cmc_application,Asynchronous,Cmc.Engage.Application.Plugins.SetDefaultFieldsOnApplicationPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_application,CampusManagementBase_Managed
075ce51b-a6d6-e811-a958-000d3a4e75ec,Cmc.Engage.Common.Plugins.SetStudentFlagPlugin: Create of contact,Asynchronous,Cmc.Engage.Common.Plugins.SetStudentFlagPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,contact,CampusManagementBase_Managed
0b8275f5-0b60-e811-a956-000d3a18c732,Cmc.Engage.Lifecycle.Plugins.OverrideInitialSourceDetailsForContactPlugin: Create of lead,Asynchronous,Cmc.Engage.Lifecycle.Plugins.OverrideInitialSourceDetailsForContactPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,lead,CampusManagementBase_Managed
12448da7-afed-e811-a969-000d3a3ac063,Cmc.Engage.Application.Plugins.SetDefaultFieldsOnApplicationPlugin: Create of cmc_application,Asynchronous,Cmc.Engage.Application.Plugins.SetDefaultFieldsOnApplicationPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_application,CampusManagementBase_Managed
17c856d3-4b6e-e811-a955-000d3a3ac063,Cmc.Engage.Lifecycle.Plugins.TripActivityUpdateLatitudeLongitudePlugin: Create of cmc_tripactivity,Asynchronous,Cmc.Engage.Lifecycle.Plugins.TripActivityUpdateLatitudeLongitudePlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_tripactivity,CampusManagementBase_Managed
1b274c8d-5c96-e811-a963-000d3af292f2,Cmc.Engage.Lifecycle.Plugins.CreateUpdateTripPlugin: Update of cmc_trip,Asynchronous,Cmc.Engage.Lifecycle.Plugins.CreateUpdateTripPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_trip,CampusManagementBase_Managed
206edddb-2423-e911-a956-000d3a3b9825,Cmc.Engage.Application.Plugins.PreventApplicationOrContactFromChangingPlugin: Update of cmc_applicationrequirement,Asynchronous,Cmc.Engage.Application.Plugins.PreventApplicationOrContactFromChangingPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_applicationrequirement,CampusManagementBase_Managed
25b8754d-13a6-e811-a965-000d3af246cc,Cmc.Engage.Lifecycle.Plugins.CompleteOrCancelTripPlugin: cmc_CompleteorCancelTrip of  any Entity,Asynchronous,Cmc.Engage.Lifecycle.Plugins.CompleteOrCancelTripPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,,CampusManagementBase_Managed
2b4f1430-6b5a-e811-a955-000d3a18c42e,Cmc.Engage.Retention.Plugins.CopySuccessPlanTemplatePlugin: Create of cmc_successplantemplate,Asynchronous,Cmc.Engage.Retention.Plugins.CopySuccessPlanTemplatePlugin, Cmc.Engage.Retention.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=ea40260dadb2bd02,cmc_successplantemplate,CampusManagementBase_Managed
2d0f74ac-571f-e911-a951-000d3a3b9316,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin: Delete of cmc_applicationrecommendation,Asynchronous,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_applicationrecommendation,CampusManagementBase_Managed
31839631-5f26-e911-a953-000d3a3b9774,Cmc.Engage.Common.Plugins.SetQueryXmlOnQueryConditionPlugin: Create of cmc_querycondition,Asynchronous,Cmc.Engage.Common.Plugins.SetQueryXmlOnQueryConditionPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,cmc_querycondition,CampusManagementBase_Managed
327cf989-69db-e811-a962-000d3a3669fe,Cmc.Engage.Common.Plugins.CheckAndValidatePrimaryAddressPlugin: Update of customeraddress,Asynchronous,Cmc.Engage.Common.Plugins.CheckAndValidatePrimaryAddressPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,customeraddress,CampusManagementBase_Managed
33bede11-0d12-e911-a969-000d3a3666c5,Cmc.Engage.Application.Plugins.PreventDuplicateApplicationsPlugin: Create of cmc_application,Asynchronous,Cmc.Engage.Application.Plugins.PreventDuplicateApplicationsPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_application,CampusManagementBase_Managed
3683e0bb-55db-e811-a960-000d3a3666c5,Cmc.Engage.Common.Plugins.SetAddressStateorCountryPlugin: Create of customeraddress,Asynchronous,Cmc.Engage.Common.Plugins.SetAddressStateorCountryPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,customeraddress,CampusManagementBase_Managed
407206bb-551f-e911-a950-000d3a3b9cd8,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin: Create of cmc_applicationrequirement,Asynchronous,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_applicationrequirement,CampusManagementBase_Managed
40c41415-4b53-e811-a95b-000d3af2823b,Cmc.Engage.Common.Plugins.PredictRetentionActionPlugin: cmc_PredictRetentionAction of  any Entity,Asynchronous,Cmc.Engage.Common.Plugins.PredictRetentionActionPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,,CampusManagementBase_Managed
4177c755-4b53-e811-a95b-000d3af28b57,Cmc.Engage.Common.Plugins.SetLegacyStudentPlugin: Delete of connection,Asynchronous,Cmc.Engage.Common.Plugins.SetLegacyStudentPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,connection,CampusManagementBase_Managed
42d9a525-2523-e911-a950-000d3a3b9a2b,Cmc.Engage.Application.Plugins.PreventApplicationOrContactFromChangingPlugin: Update of invoice,Asynchronous,Cmc.Engage.Application.Plugins.PreventApplicationOrContactFromChangingPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,invoice,CampusManagementBase_Managed
46219de9-215d-e811-a954-000d3a18cb47,Cmc.Engage.Lifecycle.Plugins.ValidateDomMasterPlugin: Update of cmc_dommaster,Asynchronous,Cmc.Engage.Lifecycle.Plugins.ValidateDomMasterPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_dommaster,CampusManagementBase_Managed
46dcc931-f82a-e911-a951-000d3a3b9316,Cmc.Engage.Common.Plugins.ValidateQueryConditionGroupRelationshipPlugin: Update of cmc_queryconditiongroup,Asynchronous,Cmc.Engage.Common.Plugins.ValidateQueryConditionGroupRelationshipPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,cmc_queryconditiongroup,CampusManagementBase_Managed
49913580-53b2-e911-a95f-000d3a4f1a4f,Cmc.Engage.Common.Plugins.OccupationInsightActionPlugin: cmc_OccupationInsightAction of any Entity,Asynchronous,Cmc.Engage.Common.Plugins.OccupationInsightActionPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,,CampusManagementBase_Managed
4bd95aef-1bd9-e811-a95d-000d3a3ac3f8,Cmc.Engage.Application.Plugins.SetTestSuperandBestScoresPlugin: Update of mshied_testscore,Asynchronous,Cmc.Engage.Application.Plugins.SetTestSuperandBestScoresPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,mshied_testscore,CampusManagementBase_Managed
4c939c9e-215d-e811-a957-000d3a18c42e,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionPlugin: Update of cmc_domdefinition,Asynchronous,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_domdefinition,CampusManagementBase_Managed
4ec78a4f-4a53-e811-a95a-000d3af28587,Cmc.Engage.Common.Plugins.GeocodeAddressPlugin: Create of customeraddress,Synchronous,Cmc.Engage.Common.Plugins.GeocodeAddressPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,customeraddress,CampusManagementBase_Managed
51bdaa09-571f-e911-a953-000d3a3b9774,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin: Update of invoice,Asynchronous,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,invoice,CampusManagementBase_Managed
576045f3-4753-e811-a95a-000d3af28587,Cmc.Engage.Common.Plugins.ComputeMilesFromHomePlugin: Update of contact,Synchronous,Cmc.Engage.Common.Plugins.ComputeMilesFromHomePlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,contact,CampusManagementBase_Managed
5fe0c1a7-c79b-e911-a857-000d3a372186,Cmc.Engage.Lifecycle.Plugins.TripActivityShowSendMailPlugin: cmc_showsendemailicon of  any Entity,Asynchronous,Cmc.Engage.Lifecycle.Plugins.TripActivityShowSendMailPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,,CampusManagementBase_Managed
644cbf79-a144-e911-a957-000d3a3b9825,Cmc.Engage.Application.Plugins.CalculateApplicationInvoiceDiscountPlugin: Update of invoice,Asynchronous,Cmc.Engage.Application.Plugins.CalculateApplicationInvoiceDiscountPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,invoice,CampusManagementBase_Managed
6797e63f-e169-e811-a957-000d3a18cb47,Cmc.Engage.Common.Plugins.BuildAttributeDisplayPlugin: cmc_buildattributedisplay of any Entity,Asynchronous,Cmc.Engage.Common.Plugins.BuildAttributeDisplayPlugin, Cmc.Engage.Common.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=87e4b4aa71c88538,,CampusManagementBase_Managed
6aba16cd-e5ec-e811-a969-000d3a3ac063,Cmc.Engage.Application.Plugins.AddApplicationFeesToInvoicePlugin: Create of invoice,Asynchronous,Cmc.Engage.Application.Plugins.AddApplicationFeesToInvoicePlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,invoice,CampusManagementBase_Managed
6c888987-571f-e911-a956-000d3a3b9825,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin: Delete of cmc_applicationrequirement,Asynchronous,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_applicationrequirement,CampusManagementBase_Managed
70448f08-649d-e911-a836-000d3a315241,Cmc.Engage.Retention.Plugins.CheckSuccessNetworkIsExistsOrNotPlugin: cmc_CheckDuplicateSuccessNetwork of  any Entity,Asynchronous,Cmc.Engage.Retention.Plugins.CheckSuccessNetworkIsExistsOrNotPlugin, Cmc.Engage.Retention.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=ea40260dadb2bd02,,CampusManagementBase_Managed
70575c24-9044-e911-a951-000d3a3b9cd8,Cmc.Engage.Application.Plugins.CalculateApplicationInvoiceDiscountPlugin: Create of invoice,Asynchronous,Cmc.Engage.Application.Plugins.CalculateApplicationInvoiceDiscountPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,invoice,CampusManagementBase_Managed
736d09b2-b0e6-e811-a962-000d3a3acde0,Cmc.Engage.Application.Plugins.SetupApplicationRequirementsOnApplicationPlugin: Update of cmc_application,Asynchronous,Cmc.Engage.Application.Plugins.SetupApplicationRequirementsOnApplicationPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_application,CampusManagementBase_Managed
74516bf4-205d-e811-a955-000d3a18c732,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionLogicPlugin: Create of cmc_domdefinitionlogic,Asynchronous,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionLogicPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_domdefinitionlogic,CampusManagementBase_Managed
7743c747-d5a2-e811-a967-000d3af24d43,Cmc.Engage.Communication.Plugins.UpdateTripActivityAppointmentDetailsPlugin: Update of appointment,Synchronous,Cmc.Engage.Communication.Plugins.UpdateTripActivityAppointmentDetailsPlugin, Cmc.Engage.Communication.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=38255eca4f9deb90,appointment,CampusManagementBase_Managed
77a5e5c4-9349-e911-a957-000d3a3b9825,Cmc.Engage.Lifecycle.Plugins.TripActivityUpdateRollUpPlugin: Delete of cmc_tripactivity,Asynchronous,Cmc.Engage.Lifecycle.Plugins.TripActivityUpdateRollUpPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_tripactivity,CampusManagementBase_Managed
77cd1b3b-9349-e911-a952-000d3a3b9316,Cmc.Engage.Lifecycle.Plugins.TripActivityUpdateRollUpPlugin: Update of cmc_tripactivity,Asynchronous,Cmc.Engage.Lifecycle.Plugins.TripActivityUpdateRollUpPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_tripactivity,CampusManagementBase_Managed
785be41b-215d-e811-a957-000d3a18c42e,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionLogicPlugin: Update of cmc_domdefinitionlogic,Asynchronous,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionLogicPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_domdefinitionlogic,CampusManagementBase_Managed
7c454ba6-1bd9-e811-a961-000d3a3669fe,Cmc.Engage.Application.Plugins.SetTestSuperandBestScoresPlugin: Create of mshied_testscore,Asynchronous,Cmc.Engage.Application.Plugins.SetTestSuperandBestScoresPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,mshied_testscore,CampusManagementBase_Managed
7cbc0690-561f-e911-a950-000d3a3b9a2b,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin: Update of cmc_applicationrequirement,Asynchronous,Cmc.Engage.Application.Plugins.SyncApplicationProgressPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_applicationrequirement,CampusManagementBase_Managed
7d7b843b-665a-e811-a953-000d3a18c970,Cmc.Engage.Communication.Plugins.CreateStaffAppointmentActionPlugin: cmc_CreateStaffAppointment of  any Entity,Asynchronous,Cmc.Engage.Communication.Plugins.CreateStaffAppointmentActionPlugin, Cmc.Engage.Communication.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=38255eca4f9deb90,,CampusManagementBase_Managed
8069973d-6c46-e911-a951-000d3a3b9cd8,Cmc.Engage.Application.Plugins.SetupPreviousEducationRequirementsOnApplicationPlugin: Update of cmc_applicationregistration,Asynchronous,Cmc.Engage.Application.Plugins.SetupPreviousEducationRequirementsOnApplicationPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_applicationregistration,CampusManagementBase_Managed
85051b66-e9a5-e811-a964-000d3af24950,Cmc.Engage.Lifecycle.Plugins.AssociateDisassociateStaffmembersPlugin: Associate of any Entity,Asynchronous,Cmc.Engage.Lifecycle.Plugins.AssociateDisassociateStaffmembersPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,,CampusManagementBase_Managed
873bd3dc-54e4-e811-a968-000d3a3ac063,Cmc.Engage.Application.Plugins.CreateUpdateApplicationRequirementsDefinitionDetailPlugin: Update of cmc_applicationrequirementdefinitiondetail,Asynchronous,Cmc.Engage.Application.Plugins.CreateUpdateApplicationRequirementsDefinitionDetailPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_applicationrequirementdefinitiondetail,CampusManagementBase_Managed
898fcc0f-4d96-e811-a961-000d3af292f2,Cmc.Engage.Lifecycle.Plugins.CreateUpdateTripPlugin: Create of cmc_trip,Asynchronous,Cmc.Engage.Lifecycle.Plugins.CreateUpdateTripPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_trip,CampusManagementBase_Managed
8ac85023-205d-e811-a956-000d3a18c23c,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionExecutionOrderPlugin: Update of cmc_domdefinitionexecutionorder,Asynchronous,Cmc.Engage.Lifecycle.Plugins.ValidateDomDefinitionExecutionOrderPlugin, Cmc.Engage.Lifecycle.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=dae0b0bf5ce25833,cmc_domdefinitionexecutionorder,CampusManagementBase_Managed
8de282af-2014-e911-a96a-000d3a3acde0,Cmc.Engage.Application.Plugins.PreventDuplicateApplicationsPlugin: Update of cmc_application,Asynchronous,Cmc.Engage.Application.Plugins.PreventDuplicateApplicationsPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_application,CampusManagementBase_Managed
8f9a5b6a-665a-e811-a954-000d3a18c23c,Cmc.Engage.Communication.Plugins.RetrieveStaffAvailabilityFromOfficeHoursActionPlugin: cmc_RetrieveStaffAvailabilityFromOfficeHours of  any Entity,Asynchronous,Cmc.Engage.Communication.Plugins.RetrieveStaffAvailabilityFromOfficeHoursActionPlugin, Cmc.Engage.Communication.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=38255eca4f9deb90,,CampusManagementBase_Managed
90d5d680-2423-e911-a953-000d3a3b9774,Cmc.Engage.Application.Plugins.PreventApplicationOrContactFromChangingPlugin: Update of cmc_application,Asynchronous,Cmc.Engage.Application.Plugins.PreventApplicationOrContactFromChangingPlugin, Cmc.Engage.Application.Plugins, Version=1.0.0.0, Culture=neutral, PublicKeyToken=5420fce4e329b67d,cmc_application,CampusManagementBase_Managed
